replica	analysis	section	series	kind	coordinate	coordinate_y	value	unit	coordinate_unit	source
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	10	23	-0.86752954	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	11	23	-0.86282198	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	12	23	-0.77860338	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	13	23	-0.64632392	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	14	23	-0.5407108	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	15	23	-0.3590457	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	16	23	-0.13080055	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	17	23	0.089969688	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	18	23	0.24157076	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	19	23	0.47206624	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	20	23	0.64173506	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	21	23	0.77247677	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	22	23	0.83762201	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	23	23	1	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	24	23	0.82535119	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	1	24	0.77907659	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	2	24	0.62008502	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	3	24	0.48961335	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	4	24	0.31436129	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	5	24	0.12002793	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	6	24	-0.10833361	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	7	24	-0.30160675	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	8	24	-0.48289241	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	9	24	-0.6655538	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	10	24	-0.78963156	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	11	24	-0.87355972	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	12	24	-0.86357333	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	13	24	-0.82867167	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	14	24	-0.73653247	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	15	24	-0.60436447	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	16	24	-0.42302562	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	17	24	-0.20620528	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	18	24	-0.040068488	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	19	24	0.20230673	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	20	24	0.40713076	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	21	24	0.61487219	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	22	24	0.73227046	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	23	24	0.82535119	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_2	SYNTHETIC correlation	protein C-alpha	matrix	matrix	24	24	1	correlation	residue; residue	raw/SYNTHETIC_replica_2/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	1	1	1	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	2	1	0.8800341	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	3	1	0.811832	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	4	1	0.66518572	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	5	1	0.51404697	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	6	1	0.27491898	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	7	1	0.050388516	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	8	1	-0.21387034	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	9	1	-0.37847213	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	10	1	-0.59894785	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	11	1	-0.74588323	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	12	1	-0.84742945	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	13	1	-0.89218221	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	14	1	-0.90096935	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	15	1	-0.84692436	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	16	1	-0.74658363	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	17	1	-0.57701476	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	18	1	-0.40061041	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	19	1	-0.17887611	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	20	1	0.037175236	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	21	1	0.2735195	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	22	1	0.46905945	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	23	1	0.64285604	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	24	1	0.7795602	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	1	2	0.8800341	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	2	2	1	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	3	2	0.88970955	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	4	2	0.77814808	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	5	2	0.6625531	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	6	2	0.46971156	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	7	2	0.24692621	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	8	2	-0.013915653	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	9	2	-0.17427147	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	10	2	-0.42306372	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	11	2	-0.59839261	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	12	2	-0.73764409	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	13	2	-0.83054876	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	14	2	-0.89146674	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	15	2	-0.90401488	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	16	2	-0.83797288	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	17	2	-0.71571703	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	18	2	-0.56777829	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	19	2	-0.36423205	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	20	2	-0.158764	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	21	2	0.063619741	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	22	2	0.29228824	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	23	2	0.48050175	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	24	2	0.6484692	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	1	3	0.811832	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	2	3	0.88970955	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	3	3	1	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	4	3	0.86187567	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	5	3	0.78937595	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	6	3	0.63362501	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	7	3	0.44757995	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	8	3	0.21870096	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	9	3	0.043491682	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	10	3	-0.22346944	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	11	3	-0.42527816	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	12	3	-0.60417582	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	13	3	-0.72397164	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	14	3	-0.85713245	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	15	3	-0.90702899	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	16	3	-0.88967981	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	17	3	-0.83052344	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	18	3	-0.72908794	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	19	3	-0.56352913	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	20	3	-0.36631512	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	21	3	-0.16219246	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	22	3	0.068452309	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	23	3	0.28685534	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	24	3	0.47727956	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	1	4	0.66518572	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	2	4	0.77814808	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	3	4	0.86187567	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	4	4	1	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	5	4	0.85181678	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	6	4	0.76917983	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	7	4	0.62451476	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	8	4	0.43238281	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	9	4	0.26848825	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	10	4	0.021587789	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	11	4	-0.19253233	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	12	4	-0.39524594	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	13	4	-0.5617073	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	14	4	-0.72607841	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	15	4	-0.80610653	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	16	4	-0.87667029	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	17	4	-0.88095706	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	18	4	-0.82201848	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	19	4	-0.71651881	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	20	4	-0.56286107	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	21	4	-0.3796274	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	22	4	-0.16283062	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	23	4	0.041628848	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	24	4	0.26040034	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	1	5	0.51404697	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	2	5	0.6625531	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	3	5	0.78937595	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	4	5	0.85181678	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	5	5	1	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	6	5	0.84881363	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	7	5	0.7591637	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	8	5	0.60384992	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	9	5	0.45325436	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	10	5	0.22211693	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	11	5	0.012733623	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	12	5	-0.20201642	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	13	5	-0.37845838	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	14	5	-0.590027	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	15	5	-0.7254264	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	16	5	-0.84446499	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	17	5	-0.89112608	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	18	5	-0.89178847	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	19	5	-0.81544421	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	20	5	-0.7147536	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	21	5	-0.56109316	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	22	5	-0.36039459	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	23	5	-0.15146222	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	24	5	0.051511453	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	1	6	0.27491898	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
SYNTHETIC_replica_3	SYNTHETIC correlation	protein C-alpha	matrix	matrix	2	6	0.46971156	correlation	residue; residue	raw/SYNTHETIC_replica_3/correlation.dat
